,ticket_number,issue_date,violation_location,license_plate_number,license_plate_state,license_plate_type,zipcode,violation_code,violation_description,unit,unit_description,vehicle_make,fine_level1_amount,fine_level2_amount,current_amount_due,total_payments,ticket_queue,ticket_queue_date,notice_level,hearing_disposition,notice_number,officer,address
76,51260669,2007-01-01 00:44:00,4620 N WINTHROP,a9fb840677022527d48e6b9d8c7d7a57bf600efed7c2d65016b2bdc4cb80b31f,MN,PAS,55343,0964150B,PARKING/STANDING PROHIBITED ANYTIME,23,CPD,HOND,50,100,0.0,0.0,Dismissed,2008-10-03 00:00:00,FINL,,5096485110,12782,"4600 n winthrop, chicago, il"
77,51389745,2007-01-01 00:45:00,2463 N HALSTED,c0649281a9ef9b3a013601c841f65e66d7edfe2d517ce3eb080dc558a7f6dfd2,IL,PAS,60652,0964140B,PARK OR STAND IN BUS/TAXI/CARRIAGE STAND,19,CPD,BMW,90,180,0.0,180.0,Paid,2008-02-22 00:00:00,FINL,,5079947120,18696,"2400 n halsted, chicago, il"
78,51389009,2007-01-01 00:45:00,2643 N HALSTED,f8da3e69f836c648ef95537c8db443308fd89040b7ab11c18cf297a56d368fe5,IL,TXI,60632,0964140B,PARK OR STAND IN BUS/TAXI/CARRIAGE STAND,19,CPD,FORD,90,180,0.0,0.0,Dismissed,2008-05-28 00:00:00,,,0,16051,"2600 n halsted, chicago, il"
79,51490224,2007-01-01 00:45:00,25 W DIVISION,52d9506debc929848ca1bc44c097726c90fac7cee225f7a33e073d49ca24c082,IL,TXI,60616,0964020B,OBSTRUCT ROADWAY,18,CPD,FORD,75,150,0.0,0.0,Dismissed,2007-07-05 00:00:00,DETR,Not Liable,5083180540,10376,"1 w division, chicago, il"
80,51483265,2007-01-01 00:45:00,5938 W EASTWOOD,8dabfdc8acc68c4bf42e48159fcc8a05bffe0594754cec8f3ae503b80aa190cf,IL,PAS,606303105,0964130,PARK OR BLOCK ALLEY,16,CPD,CHEV,150,250,0.0,0.0,Dismissed,2007-02-27 00:00:00,VIOL,Not Liable,5079919360,16098,"5900 w eastwood, chicago, il"
81,51261129,2007-01-01 00:45:00,826 W ROSCOE,483d3d60ac3a1afb85541db17c6eb749f1403b294bff9e2df9318af7c36cd524,IL,PAS,600316748,0964100A,WITHIN 15' OF FIRE HYDRANT,23,CPD,DODG,100,200,0.0,100.0,Paid,2007-01-12 00:00:00,,,0,12147,"800 w roscoe, chicago, il"
82,51389744,2007-01-01 00:45:00,2536 N HALSTED,1db399351a8926fd504b3bdea0905a67e54237f0411606a1f6320e774156bf7e,IL,PAS,60657,0964110A,DOUBLE PARKING OR STANDING,19,CPD,BMW,100,200,0.0,100.0,Paid,2007-02-02 00:00:00,VIOL,,5078484120,18696,"2500 n halsted, chicago, il"
83,51096297,2007-01-01 00:48:00,6107 S MARYLAND,f60a78c694b654d4048a46c7d5d3d1801a015a7c0e1c49d69eafafa5198140c4,IL,PAS,606113427,0964090E,RESIDENTIAL PERMIT PARKING,3,CPD,VOLV,50,100,0.0,50.0,Paid,2007-01-31 00:00:00,VIOL,,5079877120,14188,"6100 s maryland, chicago, il"
84,51220958,2007-01-01 00:48:00,2442 W GUNNISON,c23a5ebcd282d3947f2e4772579832327d8c0f00af6f81189441c1d5e8da39a4,IL,PAS,604402132,0964100A,WITHIN 15' OF FIRE HYDRANT,20,CPD,CHEV,100,200,0.0,100.0,Paid,2007-01-31 00:00:00,VIOL,,5079872760,6680,"2400 w gunnison, chicago, il"
85,51065734,2007-01-01 00:48:00,1957 W WELLINGTON,f1b8e595f612173edec68b8b7114a18ec522ea055840996a4ebb0d6969909bbb,IL,TMP,60634,0964150B,PARKING/STANDING PROHIBITED ANYTIME,19,CPD,VOLV,50,100,0.0,50.0,Paid,2007-03-08 00:00:00,DETR,Liable,5079934960,11898,"1900 w wellington, chicago, il"
86,51261438,2007-01-01 00:49:00,3510 N HALSTED,19d70fc9c3b09bd9cd7828ddce75b1592fa3d47f684676890e9f1c4e17327e29,IL,PAS,606092125,0964140B,PARK OR STAND IN BUS/TAXI/CARRIAGE STAND,23,CPD,MERC,90,180,0.0,90.0,Paid,2007-01-30 00:00:00,VIOL,,5079881190,9738,"3500 n halsted, chicago, il"
87,52486237,2007-01-01 00:50:00,335 W WELLINGTON,cddff42c6202773af0ff02bb8e19deca48ee61a90463ce5a0300f4f0f034ef35,IL,PAS,,0964130,PARK OR BLOCK ALLEY,23,CPD,MAZD,150,250,0.0,150.0,Paid,2007-07-09 00:00:00,,,0,19781,"300 w wellington, chicago, il"
88,51442980,2007-01-01 00:50:00,68 E WASHINGTON,9ff156da236b35a426d8a9b6474d805a39aee354ba1bddb56e5f02d592c597c1,IL,PAS,600442445,0964080B,NO STANDING/PARKING TIME RESTRICTED,495,Miscellaneous,VOLK,50,100,0.0,50.0,Paid,2007-01-18 00:00:00,,,5080115910,331,"1 e washington, chicago, il"
89,51261131,2007-01-01 00:50:00,826 W ROSCOE,696c04c85a2b04a6623c608e22060210907d19dcc28826cfa0fef34927ce9872,IL,PAS,61107,0964100A,WITHIN 15' OF FIRE HYDRANT,23,CPD,JEEP,100,200,0.0,244.0,Paid,2013-05-25 00:00:00,SEIZ,,5079881200,12147,"800 w roscoe, chicago, il"
90,51260670,2007-01-01 00:50:00,1000 W LELAND,8f6042581f4a45b6b514bc2965aa22237805ac6723d714d5407b07d6e3581a62,IL,PAS,60610,0964150B,PARKING/STANDING PROHIBITED ANYTIME,23,CPD,VOLK,50,100,0.0,100.0,Paid,2007-04-28 00:00:00,FINL,,5076796920,12782,"1000 w leland, chicago, il"
91,51261130,2007-01-01 00:50:00,826 W ROSCOE,696c04c85a2b04a6623c608e22060210907d19dcc28826cfa0fef34927ce9872,IL,PAS,61107,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,23,CPD,JEEP,50,100,0.0,122.0,Paid,2013-05-25 00:00:00,SEIZ,,5079881200,12147,"800 w roscoe, chicago, il"
92,52434847,2007-01-01 00:50:00,3930 W LEXINGTON,775fc6596f47613579663ca21b8ab9b0cf775e9bb2289f128926abbe3a951ce9,IL,PAS,60104,0964100A,WITHIN 15' OF FIRE HYDRANT,11,CPD,DODG,100,200,0.0,200.0,Paid,2008-12-16 00:00:00,SEIZ,,5087017310,14810,"3900 w lexington, chicago, il"
93,51328133,2007-01-01 00:51:00,2921 N ELSTON,624a70c38f600c06972199c07a9b9d14fe9c63a6c1aba5f17c84b692ab871be1,IL,PAS,60103,0976160A,REAR AND FRONT PLATE REQUIRED,14,CPD,DODG,50,100,122.0,0.0,Notice,2007-01-10 00:00:00,SEIZ,,5019427280,14576,"2900 n elston, chicago, il"
94,51260671,2007-01-01 00:53:00,44252 N SHERIDAN,44f6324eefcf9897d85a871f25e2b90e330205bc6a615737cbc9f6589d2f3877,IL,PAS,600478845,0964140B,PARK OR STAND IN BUS/TAXI/CARRIAGE STAND,23,CPD,FORD,90,180,0.0,90.0,Paid,2007-02-15 00:00:00,DETR,,5079127990,12782,"44200 n sheridan, chicago, il"
95,51536309,2007-01-01 00:53:00,3635 N ALBANY,1c6b211f8d2c487b7989d9178c04614e3ff333ad8be027ad778f2f57a20e3892,IL,TRK,606220000,0964130,PARK OR BLOCK ALLEY,17,CPD,GMC,150,250,0.0,150.0,Paid,2007-03-22 00:00:00,VIOL,,5044442440,14161,"3600 n albany, chicago, il"
96,51065735,2007-01-01 00:53:00,2936 W WOLCOTT,cbcdd69ce34973529d0b8da4d0437a3ae8e1f72ccc8d9d884d58e10243f1318e,IL,PAS,606222819,0964150B,PARKING/STANDING PROHIBITED ANYTIME,19,CPD,DODG,50,100,0.0,50.0,Paid,2007-01-31 00:00:00,VIOL,,5079934970,11898,"2900 w wolcott, chicago, il"
97,51492190,2007-01-01 00:54:00,355 W ERIE,df66b4ec2547c1a8538dcd2f130c0e7bdb6b8f8637f43024be1800b6f9e1b1a8,IL,PAS,606133771,0964080B,NO STANDING/PARKING TIME RESTRICTED,18,CPD,MITS,50,100,0.0,0.0,Paid,2007-03-18 00:00:00,FINL,,5080182010,9284,"300 w erie, chicago, il"
98,51432119,2007-01-01 00:55:00,449 N COLUMBUS,c7b81a29eeb2caabf736454ea339e042c2a275d7e6d36cc3c821a6ad184b9251,IL,PAS,,0964150B,PARKING/STANDING PROHIBITED ANYTIME,152,CPD,HOND,50,100,0.0,50.0,Paid,2007-01-10 00:00:00,,,0,16340,"400 n columbus, chicago, il"
99,51437994,2007-01-01 00:55:00,4 N WABASH,d7dce624ba2b34417d0d900af89702e17ea3ace397bc73e7a679cc00fbf8b1f1,IL,PAS,60628,0964150B,PARKING/STANDING PROHIBITED ANYTIME,495,Miscellaneous,CHEV,50,100,0.0,100.0,Paid,2007-03-27 00:00:00,FINL,,5080124430,371,"4 n wabash, chicago, il"
100,51260672,2007-01-01 00:55:00,4425 N HAZEL,319dd94a7f69e07221988eac75edd7c052c96bcad4cf6524c3dd9d5688ae9d08,IL,PAS,,0964150B,PARKING/STANDING PROHIBITED ANYTIME,23,CPD,MAZD,50,100,50.0,0.0,Define,2007-01-04 00:00:00,,,0,12782,"4400 n hazel, chicago, il"
101,51580878,2007-01-01 00:55:00,1933 N LINCOLN AVE,06e7ad5e4f254ed6bc4eb1436d000b61d6a22ad8f7a79dce6ddfa38debbffeba,IL,PAS,601812039,0964100A,WITHIN 15' OF FIRE HYDRANT,18,CPD,GMC,100,200,0.0,100.0,Paid,2007-01-24 00:00:00,,,0,7162,"1900 n lincoln ave, chicago, il"
102,51220959,2007-01-01 00:55:00,2520 W AINSLIE,3f90bd45532b94190fde45384afb8df1adc6699f5e7de5bec7b672fd480b7d26,IL,PAS,,0964100A,WITHIN 15' OF FIRE HYDRANT,20,CPD,PONT,100,200,0.0,100.0,Paid,2007-01-08 00:00:00,,,0,6680,"2500 w ainslie, chicago, il"
103,51221322,2007-01-01 00:58:00,5926 N MAPLEWOOD,4859689ea306dc800fe4ee9216c5861d8ab463581198fc9117ea527900b90bbc,IL,TXI,606594004,0964170A,"TRUCK,RV,BUS, OR TAXI RESIDENTIAL STREET",20,CPD,FORD,25,50,0.0,25.0,Paid,2007-02-19 00:00:00,DETR,,5079175160,10799,"5900 n maplewood, chicago, il"
104,51065736,2007-01-01 00:59:00,1853 W OAKDALE,da8e9ff803cf7d8bbc656744c070a10f2dbb757e6307fdef5768a1bea5c7c7c3,IL,PAS,606574026,0964150B,PARKING/STANDING PROHIBITED ANYTIME,19,CPD,NISS,50,100,0.0,50.0,Paid,2007-02-27 00:00:00,DETR,,5076497340,11898,"1800 w oakdale, chicago, il"
105,51222787,2007-01-01 01:00:00,2553 S SAWYER,b81ceb32b04e8e8cf5077f703d1623452b041b35b1841a63c84c858bf099e971,IL,PAS,,0964090E,RESIDENTIAL PERMIT PARKING,10,CPD,HOND,50,100,0.0,50.0,Paid,2007-01-04 00:00:00,,,0,14007,"2500 s sawyer, chicago, il"
106,48574170,2007-01-01 01:00:00,847 N LOREL,b1ccfab5efcff0f9fcac45ed250e38e0f8a977d868773a00f30c239192f747da,IL,PAS,60651,0976210B,WINDOWS MISSING OR CRACKED BEYOND 6,253,CPD,CADI,25,50,0.0,25.0,Paid,2007-02-08 00:00:00,DETR,,5079930930,8058,"800 n lorel, chicago, il"
107,51389746,2007-01-01 01:00:00,2468 N CLARK,e4be8682e2e62a0e5a55ce1b27544bc6027fd3d3546879c800789b5c82d1f01b,TX,PAS,78245,0964110C,PARK OR STAND ON CROSSWALK,19,CPD,HYUN,50,100,0.0,100.0,Paid,2008-01-15 00:00:00,FINL,,5084178520,18696,"2400 n clark, chicago, il"
108,51222786,2007-01-01 01:00:00,2558 S SAWYER,60ab1f21107b9ab5a894eafc4e9215ae5b3644d11815bc5ac8fecae112401ad6,IL,PAS,601603426,0964090E,RESIDENTIAL PERMIT PARKING,10,CPD,CHEV,50,100,0.0,50.0,Paid,2007-01-10 00:00:00,,,0,14007,"2500 s sawyer, chicago, il"
109,51338386,2007-01-01 01:00:00,1401 W ARGYLE,b86b25d619abce8f23781538e52785d265d56b3edbf8146d719451395990226e,IL,PAS,600315122,0964150B,PARKING/STANDING PROHIBITED ANYTIME,20,CPD,TOYT,50,100,0.0,50.0,Paid,2007-03-21 00:00:00,VIOL,,5080280640,8836,"1400 w argyle, chicago, il"
110,51224972,2007-01-01 01:02:00,2558 S SAWYER,26169f1452aa444afa8a309f82556947f0359d368a073592f691ba75a15ce74e,IL,PAS,606234045,0964150B,PARKING/STANDING PROHIBITED ANYTIME,10,CPD,CHEV,50,100,0.0,122.0,Paid,2011-10-12 00:00:00,SEIZ,,5079774370,10059,"2500 s sawyer, chicago, il"
111,51221232,2007-01-01 01:05:00,4857 N PAULINA,eb9974dabc72e69452b3681d7c49eaf89254299c421b2d6b1fd45220b2b78881,IL,PAS,,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,20,CPD,VOLK,50,100,0.0,50.0,Paid,2007-01-11 00:00:00,,,0,17405,"4800 n paulina, chicago, il"
112,51224975,2007-01-01 01:05:00,2528 S SAWYER,afecfbd61228f2fe8a325e817420c536c60904b480e3e3cca874a93c624743c9,IL,PAS,606322838,0964090E,RESIDENTIAL PERMIT PARKING,10,CPD,DODG,50,100,0.0,50.0,Paid,2007-03-01 00:00:00,DETR,,5079504620,10059,"2500 s sawyer, chicago, il"
113,51222788,2007-01-01 01:05:00,2530 S SAWYER,6263b63f9a7dade359524605f838bf02d78e7df8b6e6f1a96c33bf94ad6f5358,IL,PAS,608041214,0964090E,RESIDENTIAL PERMIT PARKING,10,CPD,CHEV,50,100,0.0,50.0,Paid,2007-01-18 00:00:00,VIOL,,5079878870,14007,"2500 s sawyer, chicago, il"
114,51221233,2007-01-01 01:05:00,4870 N HERMITAGE,ab4e1a51f2c9b07bc3b35d6ed5c866906c120818e86ab03d33fbcd85e777ff9e,IL,PAS,606404104,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,20,CPD,FORD,50,100,0.0,0.0,Dismissed,2007-01-23 00:00:00,,Not Liable,5080000660,17405,"4800 n hermitage, chicago, il"
115,51517061,2007-01-01 01:05:00,4800 W 63RD ST,8e14989996304db4c605ff7f1b2b3fe22585ae22cf8d057f08858a577c5b91b3,IL,PAS,606086018,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,8,CPD,MERC,50,100,50.0,0.0,Define,2007-01-04 00:00:00,,,0,18890,"4800 w 63rd st, chicago, il"
116,51221323,2007-01-01 01:05:00,5700 N ROCKWELL,5fe1c5ecaa30f29b9c93426b735e7fd2678dfc1d3e6a602cbe631dc28cc8e213,IL,PAS,60659,0964150B,PARKING/STANDING PROHIBITED ANYTIME,20,CPD,PONT,50,100,0.0,100.0,Paid,2007-06-18 00:00:00,FINL,,5081891120,10799,"5700 n rockwell, chicago, il"
117,51221231,2007-01-01 01:05:00,4831 N OAKLEY,8c4aaa6f135f1368b69c4fa5b039cb2a9a04a76fc2733307257b4caa5e2883ef,IL,PAS,606186297,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,20,CPD,TOYT,50,100,0.0,50.0,Paid,2007-03-15 00:00:00,VIOL,,5081079250,17405,"4800 n oakley, chicago, il"
118,51221234,2007-01-01 01:05:00,4908 N HERMITAGE,d7af56c8aa3f5018ad48b259740653bfd7b15fe05b0fa1bdb9bacfb7fee9c330,IL,PAS,606222948,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,20,CPD,FORD,50,100,0.0,0.0,Dismissed,2007-01-22 00:00:00,,Not Liable,5080000670,17405,"4900 n hermitage, chicago, il"
119,51222789,2007-01-01 01:05:00,2528 S SAWYER,6c43c32d5a2f0fad153f6e5dfc88131244b2ef980d610d3820e6c7143e3775fc,IL,PAS,604022657,0964100A,WITHIN 15' OF FIRE HYDRANT,10,CPD,DODG,100,200,100.0,0.0,Define,2007-01-04 00:00:00,,,0,14007,"2500 s sawyer, chicago, il"
120,51221230,2007-01-01 01:05:00,4845 N OAKLEY,b4699c92a695f7408a31df885390f8e1ca8de7cdb5a3c0db4163736f186c5c7a,IL,PAS,606251917,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,20,CPD,CHRY,50,100,0.0,50.0,Paid,2007-01-27 00:00:00,VIOL,,5079914580,17405,"4800 n oakley, chicago, il"
121,51224973,2007-01-01 01:05:00,2559 S SAWYER,52c683e20370739c2759e3cc7ced886ff5b6865672524a4b1f5e58bd8b0e8621,IL,PAS,,0964090E,RESIDENTIAL PERMIT PARKING,10,CPD,FORD,50,100,0.0,50.0,Paid,2007-01-08 00:00:00,,,0,10059,"2500 s sawyer, chicago, il"
122,51261133,2007-01-01 01:06:00,900 W WINDSOR,95d96e0ca3319745f57b190746d2872963bd1178a1e035c6ad7b0600aa6425df,IL,PAS,60645,0964110C,PARK OR STAND ON CROSSWALK,23,CPD,DODG,50,100,0.0,100.0,Paid,2011-02-15 00:00:00,SEIZ,,5120939070,12147,"900 w windsor, chicago, il"
123,51262500,2007-01-01 01:07:00,652 W WAVELAND AVE,12c02454ba0073bfef02b3855643e5d658db6e69fbb518c66fcbac1dc7d39ff4,IL,PAS,60064,0964100D,DISABLED CURB CUT,23,CPD,CHEV,75,150,0.0,75.0,Paid,2007-01-26 00:00:00,VIOL,,5021367920,18316,"600 w waveland ave, chicago, il"
124,51221324,2007-01-01 01:08:00,2600 W HOLLYWOOD,2b67589be1cac58330c24d4f5f539643088105c058ff8e0737210d12c8450d6b,IL,PAS,606452414,0964110C,PARK OR STAND ON CROSSWALK,20,CPD,CHEV,50,100,0.0,50.0,Paid,2007-01-10 00:00:00,,,0,10799,"2600 w hollywood, chicago, il"
125,51442839,2007-01-01 01:09:00,325 N STATE,2f88811e3f82b46ca07c8c169bda1d6332295a0dbe4b76d4dbd6db85c1d3bb4f,IL,PAS,600165223,0964150B,PARKING/STANDING PROHIBITED ANYTIME,495,Miscellaneous,TOYT,50,100,0.0,50.0,Paid,2007-01-18 00:00:00,,,0,328,"300 n state, chicago, il"
126,51261134,2007-01-01 01:10:00,900 W AGATITE,c8385bec1e08f6a82ba2cabdbf860a556aaa6d4db2eb8262360f6d27583e389e,IL,PAS,,0964100A,WITHIN 15' OF FIRE HYDRANT,23,CPD,DODG,100,200,0.0,100.0,Paid,2007-01-04 00:00:00,,,0,12147,"900 w agatite, chicago, il"
127,51224974,2007-01-01 01:10:00,2532 S SAWYER,e4afd8ccaa49eea4ecb3e693e58038dc93caa9bde38fa12ea9b2f4dd9af08a51,IL,PAS,60609,0964090E,RESIDENTIAL PERMIT PARKING,10,CPD,DODG,50,100,0.0,50.0,Paid,2007-01-16 00:00:00,VIOL,,5079879360,10059,"2500 s sawyer, chicago, il"
128,51222790,2007-01-01 01:10:00,2517 S SAWYER,33e7a3d546059664e64044562123f6c5934dfcf498c8f56507f967e0a37b54de,IL,PAS,608041214,0964090E,RESIDENTIAL PERMIT PARKING,10,CPD,DODG,50,100,0.0,50.0,Paid,2007-01-30 00:00:00,VIOL,,5041621600,14007,"2500 s sawyer, chicago, il"
129,51092736,2007-01-01 01:14:00,6734 S MORGAN,5294b14ea1395bcc2b0b0c5393fb689c3bef520d48b26ffb60d818e66720827e,IL,PAS,604191418,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,7,CPD,BUIC,50,100,0.0,0.0,Dismissed,2010-06-27 00:00:00,FINL,,5022802110,6851,"6700 s morgan, chicago, il"
130,51222791,2007-01-01 01:15:00,3138 W 25TH,c9a7b73ae501f06aa2affcdee97b08d5f6a532032280d9f7892b52a76bd70619,MI,PAS,49464,0964150B,PARKING/STANDING PROHIBITED ANYTIME,10,CPD,CHEV,50,100,0.0,134.0,Paid,2007-05-23 00:00:00,FINL,,5080546640,14007,"3100 w 25th, chicago, il"
131,51221325,2007-01-01 01:15:00,5434 N TALMAN,f51fa24985c4ba9d64a1ffe2c851ba76ba02cd81579d5c3ae65eb4b55e27ff07,IL,PAS,606394818,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,20,CPD,CHEV,50,100,0.0,50.0,Paid,2007-02-17 00:00:00,,,5079878590,10799,"5400 n talman, chicago, il"
132,51377237,2007-01-01 01:15:00,560 S ASHLAND,ebb05ee202cb806ecc979030c0776284711c8e6e5b4ac9adae10f7367c49a5ae,IL,PAS,604262131,0964140B,PARK OR STAND IN BUS/TAXI/CARRIAGE STAND,7,CPD,CHEV,90,180,0.0,180.0,Paid,2008-03-05 00:00:00,SEIZ,,5067268390,19948,"500 s ashland, chicago, il"
133,51222792,2007-01-01 01:15:00,3101 W 25TH,1a1683cc80a135079ad824b0cfecaf8e9a8d4b6e2a6c84690843e8f8a686933e,IL,TMP,60629,0964150B,PARKING/STANDING PROHIBITED ANYTIME,10,CPD,DODG,50,100,0.0,50.0,Paid,2007-02-03 00:00:00,VIOL,,5079014760,14007,"3100 w 25th, chicago, il"
134,51225813,2007-01-01 01:15:00,3159 W 25TH,4103a2e701ac0bef78197edbf0b3542d6476e85b3f29189a94243417a93b04ea,IL,PAS,604402126,0964150B,PARKING/STANDING PROHIBITED ANYTIME,10,CPD,JEEP,50,100,122.0,0.0,Notice,2007-01-10 00:00:00,FINL,,5079879590,10059,"3100 w 25th, chicago, il"
135,51342152,2007-01-01 01:15:00,4919 W RACE,603e09c12c607a2ecfdc8062d4120edd10b2f5499d76fb4cc5d7a8ec73f9e04d,IL,PAS,,0976160A,REAR AND FRONT PLATE REQUIRED,15,CPD,CHEV,50,100,50.0,0.0,Define,2007-01-18 00:00:00,,,0,18533,"4900 w race, chicago, il"
136,51225814,2007-01-01 01:16:00,2501 S TROY,868bdbd4b68f5bac7c36ca6cd7f4ad509683f609ce9b846ceac5e7e2a35119f0,IL,PAS,606234550,0964110C,PARK OR STAND ON CROSSWALK,10,CPD,FORD,50,100,0.0,100.0,Paid,2007-11-29 00:00:00,SEIZ,,5064211820,10059,"2500 s troy, chicago, il"
137,50311583,2007-01-01 01:16:00,5162 S INDIANA,1b7b0eaf937d92a88da50a0ee3a50a46ecc591bf02e67bad28b7e514b59e130f,IL,PAS,605630215,0964110A,DOUBLE PARKING OR STANDING,2,CPD,PONT,100,200,0.0,244.0,Paid,2012-04-13 00:00:00,SEIZ,,5024156460,6507,"5100 s indiana, chicago, il"
138,51260673,2007-01-01 01:18:00,1023 W WILSON,f2ea8a1e865b95409322644c879983b1fdb008023cfb6d2a0f485b74f5bdfb53,IL,PAS,606660000,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,23,CPD,HUMM,50,100,0.0,100.0,Paid,2007-10-17 00:00:00,FINL,,5044442070,12782,"1000 w wilson, chicago, il"
139,51360164,2007-01-01 01:18:00,10261 S AVENUE,b584803355217987e60d4d3c163e2e301fb142a3840a9de1d2840565de2ee94d,IL,TRK,60617,0964100A,WITHIN 15' OF FIRE HYDRANT,4,CPD,FORD,100,200,0.0,200.0,Paid,2007-09-10 00:00:00,SEIZ,,5078085340,14793,"10200 s avenue, chicago, il"
140,51225815,2007-01-01 01:20:00,2501 S ALBANY,b2749ac57dcb64a2ef3de755a1aff5f4c047fbc4cac268d8eab2e8fb14ff6f7b,IL,PAS,606324521,0964150B,PARKING/STANDING PROHIBITED ANYTIME,10,CPD,DODG,50,100,0.0,50.0,Paid,2007-02-14 00:00:00,DETR,,5079879600,10059,"2500 s albany, chicago, il"
141,51427850,2007-01-01 01:20:00,1501 W 19TH ST,aa7a8b0e87d4b32c2b1b7442d4fa3a6dab907f843194b28e3d2c2f3aaba7e102,IL,RVM,606082910,0964100A,WITHIN 15' OF FIRE HYDRANT,12,CPD,FORD,100,200,0.0,244.0,Paid,2013-01-03 00:00:00,DLS,,5012873780,10968,"1500 w 19th st, chicago, il"
142,51221236,2007-01-01 01:20:00,4802 W WINCHESTER,4a55c19352641876b133597fc3f3256322da0676fa1240c0f095972f041721a0,IL,PAS,605278357,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,20,CPD,LEXU,50,100,0.0,0.0,Dismissed,2007-01-24 00:00:00,,Not Liable,5078662800,17405,"4800 w winchester, chicago, il"
143,51221235,2007-01-01 01:20:00,4859 N WOLCOTT,1f014355da8980ad1657bec6fece643871613b2fc5853944562910e9e8821169,IL,PAS,606406019,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,20,CPD,FORD,50,100,0.0,50.0,Paid,2007-02-28 00:00:00,DETR,,5071317020,17405,"4800 n wolcott, chicago, il"
144,51221100,2007-01-01 01:20:00,5019 N HERMITAGE,8b42d5a812321c6743cf1a6fced35791f025ce18033731a0a2a4d7ba11bc3972,IL,PAS,606404193,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,20,CPD,MITS,50,100,0.0,0.0,Dismissed,2007-02-06 00:00:00,VIOL,Not Liable,5079913700,6371,"5000 n hermitage, chicago, il"
145,51221098,2007-01-01 01:20:00,5003 N HERMITAGE,3d951a6f1d951eb6d67f2af0b76b1c0afcd8036a5139c0933a10d8b4fa65819b,IL,PAS,,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,20,CPD,JEEP,50,100,0.0,50.0,Paid,2007-01-08 00:00:00,,,0,6371,"5000 n hermitage, chicago, il"
146,51221097,2007-01-01 01:20:00,4913 N HERMITAGE,c548e245f68a2cdb2340fff28edad87d0a5cfafe12a9ea9097af56517c5edc5d,IL,PAS,606403403,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,20,CPD,JEEP,50,100,0.0,50.0,Paid,2007-03-08 00:00:00,DETR,Liable,5024218250,6371,"4900 n hermitage, chicago, il"
147,51221099,2007-01-01 01:20:00,5015 N HERMITAGE,3cd7324563f3ac4b60af002c1bb666a769be2162614a54f9b067a58f1bd248a2,IL,PAS,606402715,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,20,CPD,HOND,50,100,0.0,50.0,Paid,2007-02-22 00:00:00,DETR,,5079855730,6371,"5000 n hermitage, chicago, il"
148,51495367,2007-01-01 01:22:00,1528 W LEMOYNE,17da2759a15cc47eaeea6b1dd5c990d31ab23f8c9cb403e91ce567f59abe170f,IL,PAS,601531474,0976160F,EXPIRED PLATES OR TEMPORARY REGISTRATION,14,CPD,GMC,50,100,122.0,0.0,Notice,2007-01-10 00:00:00,SEIZ,,5067872750,18870,"1500 w lemoyne, chicago, il"
149,51353737,2007-01-01 01:22:00,332 E 75TH ST,0e987339f42be686d2245426fb7ba3e725b892bbc0b996efaec535523046eb24,IL,PAS,606533552,0964110C,PARK OR STAND ON CROSSWALK,6,CPD,CHEV,50,100,0.0,100.0,Paid,2008-05-30 00:00:00,SEIZ,,5072202770,09921,"300 e 75th st, chicago, il"
150,51495409,2007-01-01 01:23:00,1528 W LEMOYNE,17da2759a15cc47eaeea6b1dd5c990d31ab23f8c9cb403e91ce567f59abe170f,IL,PAS,601531474,0976160A,REAR AND FRONT PLATE REQUIRED,14,CPD,GMC,50,100,122.0,0.0,Notice,2007-01-10 00:00:00,SEIZ,,5067872750,7353,"1500 w lemoyne, chicago, il"
151,51160619,2007-01-01 01:23:00,320 N DEARBORN,7837d4b9047f345ede94c9917074a6c539a38ebc48265eccfd6829f856bde00b,IL,PAS,60616,0964150B,PARKING/STANDING PROHIBITED ANYTIME,495,Miscellaneous,PONT,50,100,0.0,50.0,Paid,2007-02-24 00:00:00,DETR,,5080116660,335,"300 n dearborn, chicago, il"
152,51495368,2007-01-01 01:23:00,1528 W LEMOYNE,17da2759a15cc47eaeea6b1dd5c990d31ab23f8c9cb403e91ce567f59abe170f,IL,PAS,601531474,0964150B,PARKING/STANDING PROHIBITED ANYTIME,14,CPD,GMC,50,100,122.0,0.0,Notice,2007-01-10 00:00:00,SEIZ,,5067872750,18870,"1500 w lemoyne, chicago, il"
